ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
8601,BHG,1002,WI,54703, , ,4612,0, , , , ,XXXX,C2,27,51,E,H, , , ,F,2,4,J,4,10,2,0,2,0,1,0,0,0,0,3,0,0,0,0,3,0,39,25,28,8,7,0, , , ,4, , , , , , , , , , , , , , , , , , , , ,X,1214,344,446,99,0,0,49,51,99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,34,42,44,35,45,48,27,37,39,24,12,20,26,14,14,10,5,15,16,29,23,17,21,7,19,18,35,47,31,10,2,65,8,4,23,191,272,83,83,3,6,3,3,0,0,0,533,541,3,3,84,16,98,2,13,39,77,68,34,88,12,5,1,4,12,14,5,21,62,16,0,0,0,0,0,0,8,57,0,0,56,58,59,15,4,5,0,11,5,2,3,6,1,4,30,87,2290,117,702,324,336,337,348,12238,19,14,23,29,12,0,3,0,0,14,14,27,31,12,0,2,0,0,25,9,57,5,32,68,3,87,5,2,2,0,0,0,3,3,0,22,14,17,1,47,72,80,64,79,62,78,73,99,99,0,15,9,4,11,17,0,5,12,2,9,7,5,3,2,0,0,20,2,4,5,21,7,5,2,2,13,6,5,6,8,7,0,2,75,7,0,120,7,12,34,19,13,10,5,3,27,3,17,10,0,0,0,19,39,0,25,5,28,22,0,0,0,20,0,0,3,0,13,1,0,1,0,0,0,0,87,99,0,0,1,98,62,18,11,27,0,0,1,36,59,41,0,0,46,4,15,24,0,11,99,1,96,98,95,6,2,9,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,,,9409,9407,9406,L3F,S3F,S3F,S3F,S2E,S3F,S3F,S3F,S4F,S4F,S4F,S3F,S3F,S3F,S3F,S3F,S3F,S2F, , ,A1F,S2F,S3F,32,9702,84,6,15,,,,,,9602,,,,9510,,,9505,,,,,,,9409,,9407,,,,,,15,,,,10,,,10,,,,,,,10,,11,281,29,18,5,9212,17,9109,15,9602,8609,8703,6,9.6896551724,81298,10,1,L,3,F,X,X,X,34,C
9601,ANT,1,IL,60102, , ,3901,0, , , , ,XXXX,S2,18,59,E,H, , , , ,,3,M,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,24,35,2,0,0, , , ,, ,Y, ,Y,Y, ,Y, ,Y,Y, , , ,Y, , , , , ,3, ,1068,279,332,99,0,0,51,49,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,28,36,39,29,39,42,32,43,37,20,15,29,27,13,7,5,3,16,18,33,18,15,14,4,11,13,20,67,42,19,5,66,6,4,23,269,321,99,99,0,0,0,0,0,0,0,917,947,6,5,94,6,99,1,20,55,84,76,51,93,7,4,1,3,10,10,3,27,64,8,0,0,0,0,1,32,85,98,0,0,67,59,62,19,5,0,0,0,6,0,0,0,74,79,89,89,1600,51,602,462,480,434,474,14229,10,10,19,23,35,3,0,0,0,5,5,18,29,38,4,0,0,0,19,4,37,3,29,71,5,92,5,0,0,0,0,0,2,0,0,74,29,31,10,74,79,87,70,85,69,86,83,99,99,0,5,17,4,9,14,0,0,9,0,22,8,6,6,0,2,8,26,9,3,8,18,6,1,2,0,7,6,3,2,2,0,0,7,83,9,0,120,3,18,42,17,10,7,2,2,29,2,25,3,0,0,0,11,22,0,24,7,35,19,0,1,0,12,0,0,5,6,0,8,0,0,0,4,0,1,85,98,1,0,1,97,61,16,9,24,0,8,10,42,61,39,0,0,98,0,0,2,0,0,99,0,99,99,99,8,3,0,6,9706,9606,9604,,9603,9601,9512,,,,,,,,,,,,,,,,,L1F,F1F,F1F, ,F1F,P1F,P1F, , , , , , , , , , , , , , , , ,5,9702,13,4,10,,,,,,9601,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,20,1,1,20,9601,20,9601,20,9601,9601,,,20,89304,0,1,L,1,F,X,X,X,12,A
8601,SPN,0,CA,94546, , ,2201,0, , , , ,XXXX,S2,20,76,E,H, , , , ,,5,M,,0,,,,,,,,,,,,,,,2,0,36,28,44,12,1,5, , , ,4, , , , , , , , , , , , , , , , , , , , ,X,1845,513,770,99,0,0,48,52,91,1,0,7,7,0,1,3,1,0,0,0,3,0,0,3,38,45,48,40,48,51,22,39,39,22,8,19,22,15,14,16,8,13,18,31,22,16,34,13,31,28,37,36,21,8,2,55,14,8,23,161,240,80,70,1,9,7,6,0,0,0,2094,2118,7,7,75,25,98,2,0,27,67,52,21,81,19,6,2,5,15,27,6,15,52,24,0,0,0,56,85,98,99,99,4,5,44,51,52,13,5,3,5,11,15,2,6,3,84,87,90,94,5775,65,807,352,401,395,456,14963,15,20,15,22,19,8,1,0,1,9,13,16,25,22,12,2,0,1,34,9,51,10,44,56,5,70,11,10,5,5,0,0,5,4,0,14,24,30,12,67,60,75,49,71,47,68,43,76,99,11,11,15,6,11,28,1,1,7,1,10,2,3,4,3,0,6,10,9,5,5,16,6,6,5,2,4,5,13,5,12,1,5,10,66,6,0,126,1,9,37,25,7,14,8,3,28,3,19,9,0,0,0,18,36,3,28,10,44,9,1,5,0,4,1,1,2,2,0,2,2,0,1,0,0,12,66,90,1,4,5,96,63,20,11,32,0,5,7,23,40,60,4,2,90,0,8,1,0,1,99,0,99,99,99,9,2,4,9,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1G,A1G,A1G,A1G,A1G,L1G,L1G,L1G, ,L1G,L1G, ,L1G, ,L1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,31,9702,73,6,13,,,,,,,9512,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,176,10,6,3,8705,30,9312,30,9512,8612,8705,5,17.6,164953,0,0,L,1,G,X,X,X,19,A
8601,MBC,0,FL,32789, , ,0,0, , , , ,XXXX,C3,31,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,37,42,18,3,4,0, , , ,, , , , , , , , , , , , , , , , , , , , ,X,838,167,456,99,0,0,44,56,93,3,1,1,6,0,0,0,0,0,1,0,1,2,1,2,36,45,51,43,50,53,16,54,34,12,9,28,12,7,10,15,19,30,20,32,11,7,43,32,41,57,23,21,9,4,2,36,19,20,24,88,180,49,46,15,47,31,31,2,2,0,681,832,3,3,29,71,95,5,13,16,37,27,11,55,45,6,2,4,20,47,7,13,47,33,1,2,0,6,10,21,41,82,0,13,19,40,40,10,4,18,29,0,21,14,32,0,6,22,42,65,5960,329,534,143,171,211,252,10691,53,15,19,4,7,0,0,2,0,28,32,17,10,13,0,0,0,0,46,5,32,18,63,37,30,83,3,5,5,0,0,0,8,0,0,27,19,24,9,61,61,80,47,77,47,79,31,67,75,16,12,6,0,13,21,0,5,19,4,9,9,0,2,4,0,6,14,0,3,4,19,7,12,3,4,8,4,12,0,3,4,0,3,82,9,0,120,10,22,31,14,15,8,1,4,8,0,7,4,0,0,0,16,37,1,42,23,18,24,0,6,1,5,1,0,10,3,0,0,0,0,0,1,0,7,21,86,5,1,8,78,29,7,4,23,0,4,4,9,22,78,0,4,4,5,72,14,0,0,99,0,43,99,90,7,2,4,4,9706,9606,9604,9604,9603,,9601,9511,,9510,9508,9507,9506,9504,9503,9502,9501,9411,,,9409,9407,9406,L4D,S4D,S4D,S4D,S4D, ,S4D,S4D, ,S4D,S4D,S4D,A4D,A4D,A4D,A4D,A4D,A3D, , ,A3D,A3D,A3D,29,9702,77,6,13,,,,,,9601,,,,9509,,,9505,9504,9502,,,,,9409,,9406,,,,,,7,,,,5,,,5,5,7,,,,,5,,5,111,25,11,2,9105,7,9412,7,9601,8804,8903,11,4.44,35275,0,0,L,4,D,X,X,X,45,B
9601,MCO,0,UT,84092, , ,5401,0, , , , ,XXXX,S1,14,44,E,H, , , , ,,4,F,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,50,17,5,5,3, , , ,, , , , , , , , , , , , , , , , , , , , , ,1082,238,254,99,0,0,49,51,99,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,20,40,42,26,40,44,45,29,46,25,17,14,34,23,8,2,2,10,13,33,27,17,6,1,4,5,17,78,64,44,23,67,4,2,28,369,416,98,98,2,2,0,0,0,0,0,1138,1302,6,7,94,6,96,4,9,69,94,89,65,98,2,4,1,3,3,5,1,36,59,4,0,0,0,11,27,63,97,99,0,0,93,82,80,23,5,2,0,0,6,1,0,0,75,88,94,94,7160,291,770,566,571,663,674,19614,3,8,0,32,33,6,3,6,9,3,6,0,32,34,7,4,6,9,8,6,53,0,51,49,18,73,8,0,0,0,0,0,4,16,6,3,23,30,9,66,75,93,56,90,54,47,48,0,0,0,14,24,2,12,15,0,0,2,4,18,5,4,0,2,0,14,14,4,2,7,19,10,7,0,2,2,7,9,2,0,4,2,18,74,3,0,140,0,5,28,32,5,24,6,4,43,5,38,4,0,0,0,13,26,0,52,27,9,0,1,23,0,8,0,0,5,0,1,0,0,0,2,7,0,2,67,95,1,0,5,99,91,40,4,13,0,30,42,90,93,7,0,0,99,0,0,0,0,0,99,0,98,99,99,12,3,5,1,9706,9606,9604,,,9601,9601,,,,,,,,,,,,,,,,,L2F,N2F,N2F, , ,P1A,P1E, , , , , , , , , , , , , , , , ,6,9702,14,5,11,,,,,,9602,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,32,2,2,12,9601,20,9602,20,9602,9601,9602,1,16,134251,0,0,L,2,F,X,X,X,5,B
9501,VIK,1,CA,91942-, , ,5801,0, , , , ,XXXX,C1,24,40,E,H, , , , ,,7,M,,0,,,,,,,,,,,,,,,2,0,27,31,32,20,4,0, , , ,, ,Y, , ,Y, ,Y,Y, ,Y, ,Y, , , , , , , ,2,X,1560,354,579,99,0,0,49,51,87,4,0,4,12,0,1,0,2,0,0,0,8,1,0,3,27,32,38,32,39,45,22,44,40,16,24,30,17,7,8,5,8,18,18,36,15,13,10,3,8,23,38,39,23,7,2,43,17,6,33,171,249,16,15,0,84,83,52,7,7,0,2356,2503,6,6,15,85,91,9,0,33,61,41,21,68,32,12,2,9,25,22,16,16,58,13,1,2,0,73,94,97,99,99,18,9,15,38,42,14,5,36,48,0,2,33,49,0,78,97,99,99,7320,15,825,299,322,362,385,15152,13,32,13,20,13,7,3,0,0,10,29,14,20,19,6,2,0,0,10,4,38,8,74,26,23,71,14,8,8,0,0,0,4,4,2,2,22,25,6,65,75,81,68,78,65,72,71,46,99,7,15,17,9,12,19,0,3,16,0,7,0,1,2,0,0,4,5,3,4,3,25,10,6,3,2,9,16,3,8,17,8,5,5,63,3,0,138,5,15,14,37,6,18,6,2,32,3,11,20,4,7,0,14,27,1,43,18,29,22,0,2,0,13,0,0,5,0,0,0,0,1,0,1,0,11,37,87,5,3,4,93,52,12,2,22,0,0,0,44,53,47,0,3,57,1,41,0,0,0,99,0,99,99,99,9,3,4,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,9506,,,,,,,,,,,L4F,N4F,N4F,N3F,N3F,F1D,F1D,F1D,F1D,F1D,F1D, ,P1D, , , , , , , , , , ,9,9702,23,6,15,,,,,,9602,9512,,,9511,,9506,,,,,,,,,,,,,,,,15,15,,,20,,5,,,,,,,,,,,55,4,3,5,9506,20,9511,15,9602,9506,9511,5,13.75,159807,0,0,L,4,F,X,X,X,24,A
8601,BHG,0,CA,95240, , ,1709,0, , , , ,XXXX,C2,28,80,E,H, , , , ,1,5,F,7,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,28,32,50,19,5,2, , , ,7, , , , , , ,Y, , , , , , , , ,Y, , , ,2,X,826,230,352,99,0,0,47,53,97,0,1,1,8,0,0,0,0,0,0,0,7,0,0,1,41,48,51,42,51,53,21,39,36,26,7,16,20,15,13,14,15,13,20,29,26,12,39,18,37,30,37,33,18,8,4,59,13,10,18,155,234,87,84,3,13,10,7,0,0,0,1432,1625,4,4,77,23,98,2,0,25,65,56,20,81,19,5,0,5,12,27,5,16,52,28,0,0,0,20,44,82,95,99,5,2,59,57,59,13,4,8,5,0,11,4,8,0,31,50,86,91,8120,67,862,406,566,450,513,29344,17,23,2,19,25,9,2,0,2,18,15,0,12,37,15,4,0,0,46,4,59,10,30,70,4,89,8,0,0,0,0,0,2,0,0,10,14,18,0,49,56,74,39,68,33,75,45,99,99,0,16,12,5,19,10,0,3,5,9,13,0,7,0,13,0,12,4,2,3,0,18,5,5,0,3,3,16,5,11,19,5,2,11,55,5,3,135,9,11,19,30,10,10,10,3,22,2,15,7,0,0,0,14,28,0,32,9,50,0,0,2,1,13,0,0,4,3,2,0,0,1,0,0,0,14,58,76,12,0,12,89,61,25,13,47,0,0,0,0,3,97,0,0,82,0,18,0,0,0,99,0,99,99,99,7,2,6,8,9706,9606,9604,,9603,9602,9601,9511,9510,9509,9508,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1E,A1E,A1E, ,L2E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,S2E,A1D,A1D,S2D,S2D,S2D,S2D,S2D,S2D,28,9702,64,4,13,,,,,,9602,,,,,,,,,,,9412,,,,,,,,,,,13,,,,,,,,,,,11,,,,,,94,13,11,3,8706,13,9602,13,9602,8608,8702,6,7.2307692308,168911,0,1,L,1,E,X,X,X,11,B
9201,IMA,0,CA,95624-, , ,4302,0, , , , ,XXXX,S1,12,55,E,H, , , , ,,6,F,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30,51,19,7,16,5, , , ,6, , ,Y, , , , , , , , , , , , ,Y, , , ,2,X,1423,407,456,0,0,99,50,50,90,2,0,7,6,1,1,0,3,0,1,0,4,0,0,1,38,43,45,35,45,48,26,29,47,23,11,13,28,23,14,9,2,9,12,41,23,15,17,3,14,7,35,58,38,14,5,69,7,3,21,240,311,94,93,0,0,0,0,0,0,0,2409,2543,6,5,91,9,98,2,0,42,89,82,39,94,6,4,2,1,7,8,4,19,60,11,0,1,0,70,90,97,98,99,22,0,78,66,67,16,4,0,0,5,8,0,0,2,60,80,86,91,6920,67,862,575,585,579,602,17868,4,11,12,11,41,13,5,2,1,3,11,10,10,43,14,6,2,1,19,5,51,2,36,64,5,71,24,0,0,0,0,0,3,2,0,9,24,26,2,81,76,80,72,78,72,71,52,74,0,2,15,17,5,12,17,0,2,7,2,12,2,6,4,2,0,8,4,4,6,9,16,6,2,1,0,8,7,12,16,11,11,6,8,55,7,2,140,4,11,25,18,16,20,5,2,26,2,19,6,0,0,0,17,33,0,28,29,36,0,0,8,0,12,1,0,0,1,0,1,6,0,1,0,0,3,63,87,4,3,5,99,91,49,9,14,0,16,39,78,85,15,0,0,2,3,81,0,0,12,2,98,5,99,99,11,3,8,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,,9410,9409,9407,9406,L4F,S4F,S4F,S3F,S3F,S2F,S2F,S4F,S3F,S3F,S3F,S2F,S2F,S2F,S3F,S3F,S3F,A1F, ,A1F,A1F,A1F,S2F,22,9702,52,6,14,,,,,,,,,9511,,9508,,,,9507,,,,,9410,,,,,,,,,,,20,,17,,,,20,,,,,20,,,157,10,4,5,9305,20,9210,15,9603,9210,9212,2,15.7,172107,0,0,L,4,F,X,X,X,5,B
9201,APP,28,AK,99901, , ,1601,0, ,X, , ,XXXX,T2,38,82,E,H, , , , ,,2,F,8,6,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,2,36,32,22,13,14,5, , , ,, , , , , , , , , , , , , , , , , , , , ,X,723,159,261,0,99,0,50,50,79,0,15,6,0,0,0,0,5,0,0,0,0,0,0,0,37,45,48,40,50,52,24,39,43,17,9,20,20,13,12,10,16,17,14,37,18,14,25,17,25,33,29,38,23,11,5,54,12,15,19,159,247,35,33,16,47,31,24,11,10,0,1104,1154,5,5,49,51,97,3,0,31,61,53,27,70,30,5,2,3,20,23,6,14,44,20,0,0,0,1,12,61,93,99,0,16,29,48,45,13,5,23,24,5,7,15,24,2,47,53,67,86,0,0,0,370,614,448,612,18621,25,6,13,20,21,11,0,3,2,5,7,15,11,34,19,0,9,0,29,44,55,3,67,33,12,65,14,2,2,0,0,0,17,2,2,0,11,13,3,21,61,68,54,61,52,64,52,0,99,0,18,9,4,6,21,0,0,9,4,11,7,8,3,8,0,7,21,8,2,3,10,6,2,2,1,8,10,7,5,13,14,5,4,60,6,0,126,11,18,17,33,6,9,6,6,9,0,10,5,1,2,0,18,36,0,32,0,22,15,2,8,0,6,0,0,1,2,4,0,0,0,1,2,0,4,29,95,0,0,5,79,41,9,4,18,0,8,16,42,52,48,0,12,0,0,14,71,0,8,99,0,89,96,91,9,2,4,8,9706,9606,9604,9604,,9602,9601,9511,,9508,9507,9507,9506,9504,9502,9502,9412,9411,,,9409,9407,9406,L3D,A3D,A3D,A3D, ,A4D,A4D,A4D, ,N1C,N1C,A4D,A4D,A4D, ,A4D,A4D,A2D, , ,A1D,A2D,A2D,21,9702,47,6,12,,,,,,,,,,,9508,9507,9505,,,9502,9410,,,9409,9408,9407,,,,,,,,,,,5,5,5,,,5,3,,,9,6,1,68,15,10,1,9412,9,9302,5,9508,9209,9210,1,4.5333333333,1928,0,1,L,3,D,X,X,X,16, 
9201,L04,3,WA,98387, ,P,4601,0, , , ,X,XXXX,S2,18,52,E,U, , , , ,,2,F,,0,,,,,,,,,,,,,,,2,8,40,52,14,6,6,14, ,12, ,, , , , , , , , , , , , , , , , , , , , ,X,2449,661,789,99,0,0,50,50,75,9,1,14,6,0,0,0,4,5,0,0,2,2,0,2,29,37,39,29,40,42,34,39,39,21,12,29,28,15,9,5,2,15,17,35,19,14,10,3,8,11,29,59,38,15,5,64,12,4,20,243,308,73,71,1,8,6,2,0,0,0,761,782,4,4,80,20,97,3,4,56,84,68,43,90,10,13,3,10,10,10,5,21,48,6,3,5,0,0,1,7,52,97,0,1,61,56,57,17,5,7,1,18,11,5,2,2,35,54,79,96,8200,105,819,318,325,336,343,11001,16,14,24,29,14,3,0,0,0,16,14,23,32,12,3,0,0,0,11,9,27,12,71,29,32,78,15,1,1,0,0,0,2,4,1,22,27,32,9,81,77,84,70,78,60,71,47,74,0,9,10,9,5,9,21,0,2,13,1,11,10,4,5,1,0,7,12,7,2,5,18,5,6,2,3,11,7,7,7,6,6,14,6,63,4,0,121,5,10,35,29,11,9,2,5,27,2,25,4,5,8,3,20,40,2,52,21,14,21,0,1,1,15,0,0,4,1,2,1,0,0,0,0,0,12,33,80,3,10,7,95,70,19,4,9,7,36,64,86,97,3,0,0,2,0,90,1,0,5,87,13,28,99,99,7,2,5,3,9706,9606,9604,9604,9603,9602,9601,9511,9511,9509,9508,,9506,,9503,9502,9501,9411,9411,9410,9409,,9406,L1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, ,L3D, ,L4D,L4D,L4D,A1D,A1D,A1D,A1D, ,S3D,16,9702,64,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,7,4,3,9209,18,9504,18,9504,9209,9301,4,8.5714285714,9983,0,1,L,1,F,X,X,X,25,A
9401,HCC,28,CA,90069, , ,4606,0,X, , , ,XXXX,U1,01,52,I, , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,8,0,51,3,0,3, ,12, ,4, , , , ,Y,Y,Y,Y,Y,Y, , , , , ,Y, , , ,3, ,1116,188,689,99,0,0,52,48,90,4,1,3,6,0,1,0,0,0,0,0,3,0,0,3,35,36,38,41,43,45,5,50,29,21,9,35,24,7,5,10,10,22,16,24,19,19,26,17,25,52,37,11,2,1,0,26,14,10,50,96,162,10,8,8,90,82,71,0,0,0,5250,4589,8,8,11,89,96,4,0,6,27,19,4,40,60,2,0,2,42,38,20,3,65,22,0,3,0,88,98,98,98,98,69,13,8,38,39,10,4,52,38,0,3,16,70,0,78,86,91,92,4480,13,803,289,356,399,462,27156,24,22,11,20,5,10,4,2,2,20,19,10,21,7,13,4,0,5,28,7,32,8,52,48,21,85,1,1,1,0,0,0,5,8,3,1,21,25,5,64,71,71,71,64,62,39,0,99,99,0,25,19,3,18,13,0,2,5,0,11,2,0,2,1,0,9,9,2,0,5,17,11,6,3,14,8,6,10,1,3,0,3,18,73,4,0,140,8,9,22,13,14,22,11,1,9,0,5,5,0,0,0,4,8,0,0,0,51,18,0,4,2,4,1,5,5,6,0,3,0,8,0,1,1,32,24,72,3,0,26,90,28,3,4,32,0,0,0,0,0,99,0,0,70,2,27,0,0,1,99,0,99,99,99,20,2,2,8,9706,9606,9604,9604,9603,9602,9601,9511,9511,9509,9508,9507,9506,,9503,9502,,9411,9411,9410,9409,,9406,L2F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A1F,A1F,A1F,A2E,A2E, ,A2E,A2E, ,N3E,N3E,N3E,N3E, ,F1E,15,9702,49,7,26,,,,,,,,,,,9508,9507,,,,,,,,,,9407,,,,,,,,,,,15,15,,,,,,,,,,10,72,6,4,10,9603,15,9507,10,9603,9310,9406,8,12,3639,0,0,L,2,F,X,X,X,10,A
